local_passes,capture,bottom20,redundancy,runtime,instances
0,0.08463957719296,0.11197612459264752,0.25257709479642265,0.014086491140356852,57
3,0.08443637305416204,0.1116094097606716,0.2519615221267112,0.18705967282457686,57
1,0.08442332033258046,0.1116075875849598,0.2517601673907971,0.12203904578945855,57
