partition_mode,block_seed,province,metric,oriented_improvement
kmeans,8,hanoi,heldout_temporal_demand_capture,0.12078165326434415
kmeans,8,hanoi,mean_service_distance_km,0.658863361874316
kmeans,8,hanoi,normalized_heldout_capture,0.5911746036429256
kmeans,8,hanoi,p95_service_distance_km,5.421762267971357
kmeans,8,hanoi,redundancy_jaccard,0.03599910501081258
kmeans,8,hanoi,temporal_incremental_coverage,-0.08001392544401681
kmeans,8,hanoi,zone_gini,0.04448238359617659
kmeans,8,hanoi,zone_jain,0.04996648847436256
kmeans,8,hochiminh,heldout_recall_2km,0.24159893410551603
kmeans,8,hochiminh,heldout_temporal_demand_capture,0.12238988782785258
kmeans,8,hochiminh,mean_service_distance_km,2.626608191297366
kmeans,8,hochiminh,normalized_heldout_capture,0.33392906982620735
kmeans,8,hochiminh,p95_service_distance_km,6.8117017591886935
kmeans,8,hochiminh,redundancy_jaccard,0.002621711494429378
kmeans,8,hochiminh,temporal_incremental_coverage,0.02101268162253499
kmeans,8,hochiminh,zone_gini,0.03794946766866943
