province,block_id,hidden_stations,eligible_candidates_after_exclusion,availability_capture_bound,availability_recall_1km_bound,availability_recall_2km_bound,availability_recall_5km_bound,weighted_mean_nearest_candidate_km,weighted_p95_nearest_candidate_km,b5_raw_capture,b6_raw_capture,raw_capture_b6_minus_b5,b5_normalized_capture,b6_normalized_capture,b5_mean_service_distance_km,b6_mean_service_distance_km
cantho,0,39,171,0.6038640561117297,0.6409007859264771,0.8534234383624903,0.9719250597263038,0.9937608619538683,3.4536661539019984,0.22272393584201505,0.1722178364302205,-0.05050609941179454,0.3688312519810016,0.28519305742277196,9.601552622861176,7.732447762222716
cantho,1,25,159,0.03360434505863775,0.0369041363507397,0.37993692557154624,0.6282437913808561,5.375916458728591,20.37750497361484,0.0,0.01817948487535579,0.01817948487535579,0.0,0.540986138656581,11.508409314343991,3.4454208942893674
cantho,2,8,159,0.0,0.0,0.0,0.0,11.193122390533926,17.067428555396475,0.0,0.0,0.0,,,3.6059083153671567,2.2133619887002336
