province,budget_fraction,method,heldout_temporal_demand_capture,normalized_heldout_capture,heldout_recall_1km,heldout_recall_2km,heldout_top25_recall_2km,temporal_incremental_coverage,bottom20_final_coverage,zone_jain,zone_gini,mean_service_distance_km,p95_service_distance_km,redundancy_jaccard,runtime_seconds,candidate_availability_capture_upper_bound,candidate_availability_recall_1km_upper_bound,candidate_availability_recall_2km_upper_bound,normalized_heldout_recall_1km,normalized_heldout_recall_2km
haiphong,0.1,B6_evspark_cover,0.13544581232883465,0.755883186067146,0.13108559822860524,0.3369517053406777,0.28095238095238095,0.13126734300163612,0.13109912777393126,0.2817201162344624,0.7486938673300131,2.584205297451051,7.393169095317941,0.07178708175697089,0.02764283099986642,0.21061758873038317,0.247393774820483,0.39855169452478095,0.6860089323487847,0.8602058220916953
hanoi,0.02,B1_random,0.0313950729017668,0.06685165923921248,0.03390438718396676,0.0997290815588705,0.09278404344193818,0.06799063973386044,0.13708518676306958,0.34985117703267715,0.6865883135408765,2.0181210882330887,7.216259213762843,0.023439567072771433,0.0006273435666470403,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.06700682341194841,0.13229983814090548
hanoi,0.02,B2_poi_density,0.01093018254793208,0.018176289618321854,0.008957325941234134,0.023401649277798215,0.023809523809523808,0.13642947026727736,0.44730204338262,0.3331354103489518,0.7023414225107064,2.628282831682632,9.414923476806143,0.6793053834345951,0.0015358450000348967,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.013393503070094516,0.028158202514087464
hanoi,0.02,B3_temporal_rank,0.018678747600359483,0.031061725145286014,0.021606826820735447,0.032293137344692864,0.029761904761904764,0.1464532213695731,0.4208961267301423,0.33386310917819745,0.7016540660847617,2.590527294219717,9.552252258719902,0.44766252695567105,0.003238892333380742,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.0323077560487487,0.038856949370222216
hanoi,0.02,B4_weighted_spatial_diversity,0.01841769897542561,0.058832620010646576,0.015536925448759994,0.10049842579012952,0.10917919799498747,0.0139284376395778,0.014516348075799731,0.3531012046503334,0.6848609970989123,2.1495134440196475,5.028311631375598,0.0,0.004797044666702277,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.05156781153079115,0.20300029357598445
hanoi,0.02,B5_static_coverage,0.021509862276075736,0.03576971241474253,0.03017782680937714,0.041411173635619226,0.03571428571428571,0.14641622671987975,0.4132564420717548,0.33915639257773594,0.6968844899476929,2.3578968641898355,9.455988679312318,0.18530689211235465,0.40665130300014124,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.04512360258763618,0.04982829200350777
hanoi,0.02,B6_evspark_cover,0.103066790105032,0.39783378944539577,0.11307523886011513,0.22901038711369157,0.224937343358396,0.08193025774896091,0.12246516445731416,0.363350816158501,0.6752208552891621,1.7214166310308858,5.474991541271106,0.08232176284780557,0.20752767933322502,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.3951571787353878,0.44415438076274877
hanoi,0.05,B1_random,0.07018594400356842,0.15201047624112018,0.07800541249607285,0.17256509726316424,0.16684419381787804,0.1473199945063973,0.30338260913736054,0.378984179606821,0.6610687404892626,1.5447806404872335,5.290038018917151,0.02360525972881372,0.0009730683444508435,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.15320101428663482,0.23724381352176158
hanoi,0.05,B2_poi_density,0.02438152150886921,0.040545123042285726,0.03059335412907389,0.04150152686856935,0.03571428571428571,0.18798327174375074,0.49409109091657727,0.33729875894132716,0.6984322966637433,2.3542312462483115,9.175816358152467,0.28703501823478084,0.0016848259998975361,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.04574492266335733,0.049937010179778606
hanoi,0.05,B3_temporal_rank,0.028091608304760967,0.046714792379052544,0.032454561106997896,0.04328450419417027,0.041666666666666664,0.19709558838936972,0.49599584848284267,0.3371115162519957,0.698689312563511,2.3487568109700745,9.346142256891092,0.2544881220717656,0.00400249599996035,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.04852790516689141,0.052082390448336346
hanoi,0.05,B4_weighted_spatial_diversity,0.06514014288828945,0.1990730094907692,0.05674010988893959,0.22772496957290855,0.19548872180451127,0.030330093089451133,0.030004014143679047,0.394778813049284,0.6472938542344248,1.6362373983541272,3.530489237783089,0.0,0.012038859999999355,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.16516850615723308,0.415759538164024
hanoi,0.05,B5_static_coverage,0.06405187118731642,0.10651472253007997,0.07460474497604591,0.1340954826930527,0.125,0.2055563778035749,0.4773970879314761,0.3567622600055562,0.6810228558306163,1.94019194188345,8.971239580639482,0.07333704049277488,0.7626092903333301,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.11155325679067761,0.16135135233727207
hanoi,0.05,B6_evspark_cover,0.18483352445166057,0.6976893261730056,0.20575183572286704,0.4219827460565641,0.4541040100250626,0.1255424523595581,0.17505971740362858,0.40672874847991874,0.6365404722344398,1.2813285800091336,3.549477312668124,0.037337935481962285,0.32267812766667703,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.714138304816727,0.8015289224370153
hanoi,0.1,B1_random,0.11922196222779075,0.2847433013423424,0.13428676456289237,0.2615365537730199,0.2530753968253968,0.2423482223422662,0.45936006111630784,0.4138898980005396,0.6307396697959987,1.188243879639801,3.9513935516914542,0.022183967004714075,0.0014418191778127545,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.287366109941855,0.3866042050427542
hanoi,0.1,B2_poi_density,0.04311107020238399,0.07169132759842044,0.05442684463427175,0.061893320231110244,0.053571428571428575,0.25605906985971055,0.5616680398055501,0.34462798073798456,0.6917209247532327,2.082461037831355,9.004863164241634,0.13695169734221393,0.0027843583335046183,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.08138211286350036,0.07447358195348716
hanoi,0.1,B3_temporal_rank,0.04121051448832239,0.06853080846316814,0.04844062033801669,0.06516482771780281,0.05952380952380953,0.25969769920351876,0.5523931989805257,0.34318959991957887,0.6932959927554645,2.1057880770123365,9.24567933290984,0.13659558863028345,0.004507290333246298,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.0724311699128724,0.0784100468258173
hanoi,0.1,B4_weighted_spatial_diversity,0.12911564894384506,0.471000851733309,0.13283018748290185,0.38915961956672285,0.4005325814536341,0.09907903598953334,0.17705513056285885,0.475146017184296,0.5760095280840443,1.203389839913248,2.611406813026237,0.0014815254915233023,0.022809520999999222,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.4730872992658417,0.7120939101202607
hanoi,0.1,B5_static_coverage,0.10340662221578613,0.1725693338801967,0.12222748321191658,0.21267636039077084,0.20833333333333334,0.27481832541398005,0.5449309034038329,0.38797057647184435,0.6535329722561708,1.561953223889238,7.040372349883337,0.037626731905357515,1.135445726333425,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.18276148287880414,0.2582165771755765
hanoi,0.1,B6_evspark_cover,0.22890521232659525,0.7886262886627957,0.26229156295751477,0.4912719953434794,0.5136278195488723,0.19253711656948047,0.31242724371598435,0.47233948265924264,0.5789297473660454,1.0336494697972773,2.8009809795168152,0.01819342987806175,0.9366828796665535,0.3349159037395782,0.3655495880245792,0.5679511976047448,0.8150831958688275,0.8953775373409621
hochiminh,0.02,B1_random,0.049349416225045566,0.10300514085492508,0.052743096077116185,0.14226985797444505,0.1563939393939394,0.04586625104411757,0.05627447257574661,0.29458698451842436,0.7361448172304726,4.566267171254677,12.49693166477293,0.013200352908679458,0.0009227170888910526,0.44845809972613404,0.508984383631665,0.7142605977524962,0.0958524550384226,0.18699691582794664
hochiminh,0.02,B2_poi_density,0.017974922167372804,0.03005532348810683,0.020439102234418985,0.021804917694953116,0.023333333333333334,0.049000273322515144,0.06862330982815888,0.2731906881112044,0.7554103855532975,9.258541277035198,26.32071832349368,0.5686542362689022,0.0014059376665803331,0.44845809972613404,0.508984383631665,0.7142605977524962,0.030020161238304467,0.025132063620305664
