method,heldout_temporal_demand_capture__mean,normalized_heldout_capture__mean,heldout_recall_2km__mean,temporal_incremental_coverage__mean,zone_jain__mean,zone_gini__mean,mean_service_distance_km__mean,p95_service_distance_km__mean,redundancy_jaccard__mean,runtime_seconds__median
B1_random,0.0597613611059436,0.1608927744875759,0.1619213553850708,0.0910399431649483,0.2734197077992117,0.7551130673266436,3.880964962195141,15.43146417421528,0.0265078935142339,0.0005204320000151
B2_poi_density,0.0341273261379187,0.0692816354422019,0.0640647963240474,0.1014257745941109,0.2405159708183019,0.784414670450881,6.267383914738328,23.801125652550247,0.3488046787938616,0.0008126460002131
B3_temporal_rank,0.0363709756893385,0.0777007491362783,0.068651298565619,0.1304929216087113,0.2409658459024551,0.7840659039811702,5.609836537041458,23.19648460351351,0.2950778277021076,0.0008088930003395
B4_weighted_spatial_diversity,0.0408735710845444,0.2001073804498991,0.1242774045645357,0.035772433500588,0.2850699128752645,0.7448939959088915,3.19115763332379,8.936393841849823,0.0005120919890316,0.0030916690002413
B5_static_coverage,0.0584815816581564,0.1215800754798838,0.1357771860904298,0.1365253467797229,0.2544881131881681,0.7720263103222682,4.977572469821969,20.973426064720048,0.2082440811727136,0.0687533729997085
B6_evspark_cover,0.12687484008499,0.5379685179551351,0.2926377180903255,0.1231182913432229,0.2925040761463466,0.737985160197989,2.8810919371270223,11.83993878314432,0.0820431281339209,0.0612727530001393
