metric,conditions,median_improvement,min_improvement,max_improvement,direction_consistency
heldout_recall_2km,30,0.19248236884064182,0.021227953541605782,0.29163478518637104,1.0
heldout_temporal_demand_capture,30,0.08881575151535635,-0.017040852893438374,0.1255140876519911,0.8
mean_service_distance_km,30,2.2418047815810853,0.6511107145130898,3.8210176858304323,1.0
normalized_heldout_capture,30,0.3352984526466322,0.1490362749016515,0.6224541892792491,1.0
p95_service_distance_km,30,6.794100988951213,4.030226688263737,17.392219625965026,1.0
redundancy_jaccard,30,0.06017604555946625,0.0021875011476005673,0.3662674348264419,1.0
temporal_incremental_coverage,30,-0.004028776650978086,-0.08085352374564019,0.0224842767162597,0.4
zone_gini,30,0.037934342058910143,0.014286559473951632,0.04614696875102964,1.0
zone_jain,30,0.042583051479768416,0.015619955593784965,0.05103543364349539,1.0
