run_key,status,fold,province,block_id,equity_lambda,dmin,dexisting,candidate_count,hidden_stations,budget_k,selected_count,proposed_objective,temporal_incremental_coverage,bottom20_final_coverage,zone_jain,zone_gini,mean_service_distance_km,p95_service_distance_km,redundancy_jaccard,min_selected_pair_distance_km,heldout_temporal_demand_capture,heldout_recall_1km,heldout_recall_2km,heldout_top25_recall_2km,heldout_mean_nearest_selected_km,candidate_availability_capture_upper_bound,candidate_availability_recall_1km_upper_bound,candidate_availability_recall_2km_upper_bound,normalized_heldout_capture,normalized_heldout_recall_1km,normalized_heldout_recall_2km,marginal_evaluations,selected,swaps,local_evaluations,constraint_valid_indices,constraint_unique_indices,constraint_budget_ok,constraint_candidate_eligible,constraint_province_match,constraint_min_new_distance_ok,constraint_existing_exclusion_ok,constraint_all_ok,audited_min_new_distance_km,audited_min_existing_distance_km,runtime_seconds
equity|4|quangtri|0|2.0|1.0|0.25,ok,4,quangtri,0,2.0,1.0,0.25,162,42,9,9,0.14786650895378173,0.1443910620917093,0.06944616069801038,0.19643858664013866,0.822944182978258,3.153312597150861,15.96832896273052,0.04402006172839506,1.3692753954242138,0.10611023332998716,0.15137582553516127,0.18853888781660777,0.2727272727272727,13.227467571729191,0.16330747405422794,0.22954802883687853,0.3321604348150893,0.6497573607363014,0.6594516463599519,0.567613924041151,178,9,0,0,True,True,True,True,True,True,True,True,1.3692753954242138,1.2965533205551003,0.0130488659999628
equity|4|quangtri|0|2.0|1.0|0.5,ok,4,quangtri,0,2.0,1.0,0.5,155,42,8,8,0.14061171147601265,0.11343804822638687,0.06941416926762767,0.19643845578026115,0.8228240647096619,3.2177222061130073,15.96832896273052,0.034275793650793654,1.5255168465350903,0.10611023332998716,0.15137582553516127,0.18853888781660777,0.2727272727272727,13.227467571729191,0.16330747405422794,0.22954802883687853,0.3321604348150893,0.6497573607363014,0.6594516463599519,0.567613924041151,170,8,0,0,True,True,True,True,True,True,True,True,1.5255168465350903,1.2965533205551003,0.01203321500020138
equity|4|quangtri|0|2.0|1.0|1.0,ok,4,quangtri,0,2.0,1.0,1.0,144,42,8,8,0.14061171147601265,0.11343804822638687,0.06941416926762767,0.19643845578026115,0.8228240647096619,3.2177222061130073,15.96832896273052,0.034275793650793654,1.5255168465350903,0.10611023332998716,0.15137582553516127,0.18853888781660777,0.2727272727272727,13.227467571729191,0.16330747405422794,0.22954802883687853,0.3321604348150893,0.6497573607363014,0.6594516463599519,0.567613924041151,159,8,0,0,True,True,True,True,True,True,True,True,1.5255168465350903,1.2965533205551003,0.011272232000010263
equity|4|quangtri|1|0.0|0.25|0.25,ok,4,quangtri,1,0.0,0.25,0.25,167,28,9,9,0.12109138054946333,0.13585499812678287,0.03770121654369331,0.18603388444717556,0.8333545245968714,4.33749327762174,19.811914667568065,0.0671643139750316,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,212,9,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,0.3890241488188392,0.016963261000000784
equity|4|quangtri|1|0.0|0.25|0.5,ok,4,quangtri,1,0.0,0.25,0.5,158,28,8,8,0.11452021130093767,0.12741210014885396,0.03770121654369331,0.18368523556779354,0.8353925691934738,4.340890094546254,19.811914667568065,0.07921626984126984,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,198,8,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.014287739999872429
equity|4|quangtri|1|0.0|0.25|1.0,ok,4,quangtri,1,0.0,0.25,1.0,147,28,8,8,0.11452021130093767,0.12741210014885396,0.03770121654369331,0.18368523556779354,0.8353925691934738,4.340890094546254,19.811914667568065,0.07921626984126984,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,186,8,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.015813920000027792
equity|4|quangtri|1|0.0|0.5|0.25,ok,4,quangtri,1,0.0,0.5,0.25,167,28,9,9,0.12109138054946333,0.13585499812678287,0.03770121654369331,0.18603388444717556,0.8333545245968714,4.33749327762174,19.811914667568065,0.0671643139750316,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,212,9,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,0.3890241488188392,0.016401758000029076
equity|4|quangtri|1|0.0|0.5|0.5,ok,4,quangtri,1,0.0,0.5,0.5,158,28,8,8,0.11452021130093767,0.12741210014885396,0.03770121654369331,0.18368523556779354,0.8353925691934738,4.340890094546254,19.811914667568065,0.07921626984126984,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,198,8,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.019542298999795094
equity|4|quangtri|1|0.0|0.5|1.0,ok,4,quangtri,1,0.0,0.5,1.0,147,28,8,8,0.11452021130093767,0.12741210014885396,0.03770121654369331,0.18368523556779354,0.8353925691934738,4.340890094546254,19.811914667568065,0.07921626984126984,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,186,8,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.01391402800004471
equity|4|quangtri|1|0.0|1.0|0.25,ok,4,quangtri,1,0.0,1.0,0.25,167,28,9,9,0.11884727040660079,0.13776357601827163,0.039588108499267353,0.1893295972388665,0.8305630576665037,4.321815711132538,19.811914667568065,0.04957172138243901,1.3692753954242138,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,205,9,0,0,True,True,True,True,True,True,True,True,1.3692753954242138,0.3890241488188392,0.015308559999994031
