radius_km,alpha,fold,period,status,n_train,n_val,macro_spearman,macro_nmae,intercept,beta__tourism_hotel,beta__market_local,beta__commercial_industrial_area,beta__mall_supermarket,beta__transport_hub,beta__parking
3.0,0.0,5,weekend_evening,ok,1952,577,0.007871929267677083,0.7766351908582462,0.2481290026351034,2.416671312874734e-19,3.630371712182712e-22,0.002664778899421648,0.00552362282098669,3.6559557966253504e-21,0.0006469854304612505
3.0,0.01,1,weekday_morning,ok,2033,496,0.10965011748506359,0.7356575240679122,0.17660677545924244,8.243423276191885e-20,8.4497768080348895e-22,0.0028400658160061564,0.0027639574853821065,1.1493875717725513e-12,8.171239230810669e-17
3.0,0.01,1,weekday_evening,ok,2033,496,0.1704455386051396,0.7351271495387757,0.22918190228665378,7.59589951609044e-14,2.8492909848817553e-16,0.0026053173310102897,0.0035752077768589417,1.0433513498001078e-16,0.0003695843576008871
3.0,0.01,1,weekend_midday,ok,2033,496,0.09159109792059499,0.6900790123102649,0.2197403283116399,2.0315406396030126e-16,1.0792670515215467e-16,0.0025677196480098563,0.005505074883023543,0.0021321091865911775,1.436983371657804e-20
3.0,0.01,1,weekend_evening,ok,2033,496,0.13038673363181463,0.7186361997136478,0.25181293649955616,1.4129898387564477e-18,1.1010405852753986e-20,0.0028851850959864477,0.004474998280678702,1.4596785189009167e-22,0.00016713253656980322
3.0,0.01,2,weekday_morning,ok,2007,522,0.06088446088427731,0.7090408131352687,0.17128126403678323,0.00015664592251783056,0.0002223328693916707,0.0011849953979801754,2.4043419103747517e-11,0.003207195089545677,0.0008348590921494589
3.0,0.01,2,weekday_evening,ok,2007,522,0.10101977237160441,0.6518970587452401,0.2230454723150994,0.00014484943944117164,3.412414367425012e-26,0.0019912592818204615,0.000641700887201478,5.295020177119342e-16,0.00031559966319000417
3.0,0.01,2,weekend_midday,ok,2007,522,0.042003993899434565,0.7013580916360226,0.21614324318883138,0.0002699100932957989,4.179144701906127e-13,0.0006875575513263703,0.0028298479527019394,0.00388718744806837,0.0007795006694125417
3.0,0.01,2,weekend_evening,ok,2007,522,0.0824918515082118,0.6691698713179873,0.2451557202051926,5.5969683050154434e-05,1.5574990788723903e-23,0.002027251152725978,0.0009949244721695035,6.878761933950936e-19,0.0010583260856255833
3.0,0.01,3,weekday_morning,ok,2051,478,-0.01991820331723126,0.7524792918701425,0.16799627280186852,0.00011869584227317947,2.3836122815116767e-13,0.0034127029789902826,0.0037282875057109265,0.0005651105387973606,0.0009685013832632345
3.0,0.01,3,weekday_evening,ok,2051,478,-0.05376127170512634,0.7053424928684265,0.21745459418621532,5.821997809850125e-05,2.2341088686050483e-17,0.0035551661572403737,0.004522830833839853,8.051039084575882e-15,0.0006147806076404179
3.0,0.01,3,weekend_midday,ok,2051,478,-0.02775897572591339,0.7174092250672502,0.21335061707410635,0.0002905359416643067,3.891539964068834e-17,0.003359029576779921,0.0057170194936357185,0.0024279163409497485,0.0004556322124453208
3.0,0.01,3,weekend_evening,ok,2051,478,-0.047920759442583914,0.7074836297810699,0.24223878639127705,9.494981329455424e-19,2.8150522973227183e-26,0.0036985975089861844,0.005370150879074499,1.0595298053802713e-24,0.0008901449782750737
3.0,0.01,4,weekday_morning,ok,2073,456,-0.0566317724635926,0.83314487749398,0.17262227739209093,8.872765568962496e-05,1.1349160123818544e-14,0.0027428117869445602,0.002431011119278359,0.0012930801641276885,0.000659853418112575
3.0,0.01,4,weekday_evening,ok,2073,456,-0.0399389988294945,0.7703222622247877,0.22453182186472698,2.2638791648665505e-06,1.2898983572574636e-28,0.0028881557608027787,0.0028173598784413103,1.6814276102499788e-25,0.0004194782758716984
3.0,0.01,4,weekend_midday,ok,2073,456,-0.05893582006018174,0.8380731133492699,0.2213117834825833,0.0002451848031519296,3.0718706868429745e-22,0.00260720840542662,0.004348860813355234,0.0012657818756562414,0.00012757728226210586
3.0,0.01,4,weekend_evening,ok,2073,456,-0.05202002411358388,0.7908531837088798,0.24929052128724694,5.256156603316711e-18,3.222935424212659e-23,0.003141720079472411,0.0036454819218995453,5.1652199342793235e-23,0.000513726170953045
3.0,0.01,5,weekday_morning,ok,1952,577,0.042194597565473925,0.8140124804028434,0.17337120710636186,0.00016473280083614632,2.1057011112757735e-15,0.002479909749141701,0.004413796767022843,1.797316563027442e-24,0.0006616668030151449
3.0,0.01,5,weekday_evening,ok,1952,577,0.023803499730898226,0.7481681802404802,0.22154353546920702,3.067969304969271e-16,5.640307596361897e-22,0.002563680035304205,0.004619499188640143,3.088991996449969e-20,0.0004839204872752388
3.0,0.01,5,weekend_midday,ok,1952,577,-0.003749489556255138,0.7786871023413067,0.2193409731417275,0.00015698445822928355,1.0213547099966814e-13,0.0024351040620213143,0.005529908496850064,0.001193984488034551,0.0003642128635464048
3.0,0.01,5,weekend_evening,ok,1952,577,0.007871929267677083,0.7766351854597145,0.2481290064211483,2.4167732402670115e-19,3.630554349259489e-22,0.0026647789772296917,0.005523616932000868,3.656140175507006e-21,0.0006469859533034071
3.0,0.1,1,weekday_morning,ok,2033,496,0.10965011748506359,0.7356575380994568,0.1766067920823943,8.25656172553826e-20,8.463390320699099e-22,0.002840063651403534,0.002763938940672086,1.1517159606201791e-12,8.186284222820744e-17
3.0,0.1,1,weekday_evening,ok,2033,496,0.1704455386051396,0.735127178978338,0.22918191930830914,7.598940112080996e-14,2.8504456773827145e-16,0.0026053145377749475,0.003575177850095941,1.043767255016565e-16,0.000369605262035994
3.0,0.1,1,weekend_midday,ok,2033,496,0.09150264133862863,0.6900790382679938,0.2197403782252943,2.0399186354274203e-16,1.0839800631173005e-16,0.0025677226699112286,0.00550504469624926,0.002132031237309953,1.442400901692313e-20
3.0,0.1,1,weekend_evening,ok,2033,496,0.13038673363181463,0.7186362367243851,0.25181295616462557,1.4081051401376917e-18,1.0971454861060289e-20,0.0028851815612537545,0.0044749586002261225,1.4546157239960395e-22,0.00016716659527555588
3.0,0.1,2,weekday_morning,ok,2007,522,0.06088446088427731,0.7090408401588372,0.17128132493136083,0.00015665024038609958,0.0002223418337472891,0.0011849994086029624,2.404373811845772e-11,0.00320697486706552,0.0008348577753528173
3.0,0.1,2,weekday_evening,ok,2007,522,0.10101977237160441,0.6518970738636833,0.22304548181774023,0.0001448503423156506,3.3791267483406184e-26,0.0019912525771265312,0.0006416913819364199,5.299538002912608e-16,0.0003156014608433895
3.0,0.1,2,weekend_midday,ok,2007,522,0.042003993899434565,0.7013581246511348,0.21614331678374593,0.0002699182819322502,4.186778549599894e-13,0.0006875679728926363,0.0028298242118277553,0.003886946138697776,0.0007795008698432676
3.0,0.1,2,weekend_evening,ok,2007,522,0.0824918515082118,0.6691698813896441,0.2451557315723596,5.597144516687938e-05,1.55404347614226e-23,0.002027246316562426,0.000994906882416562,6.875302718044589e-19,0.0010583247107565905
3.0,0.1,3,weekday_morning,ok,2051,478,-0.01991820331723126,0.7524793020206237,0.16799629466922875,0.00011869899839134466,2.385596093744891e-13,0.003412700177392629,0.0037282547350624812,0.000565101776787346,0.0009685008220159175
3.0,0.1,3,weekday_evening,ok,2051,478,-0.05376127170512634,0.7053425008444826,0.21745461660475812,5.82235301747963e-05,2.233110588913963e-17,0.0035551630308793335,0.004522789591039655,8.047726261261461e-15,0.000614782012005118
3.0,0.1,3,weekend_midday,ok,2051,478,-0.02775897572591339,0.7174091720982537,0.21335067015912432,0.0002905425312548886,3.8943130689778424e-17,0.003359032250864757,0.005716976028591148,0.002427792966162236,0.0004556368477439717
3.0,0.1,3,weekend_evening,ok,2051,478,-0.047920759442583914,0.7074836187440381,0.2422388165302035,9.512856654025081e-19,2.820044615887361e-26,0.0036985939487229444,0.005370114359919276,1.0614202612358269e-24,0.000890149658534822
3.0,0.1,4,weekday_morning,ok,2073,456,-0.0566317724635926,0.8331448922354078,0.17262230730618722,8.87310804451406e-05,1.1348718949830574e-14,0.0027428116285310652,0.0024309944677159447,0.0012930033285734799,0.0006598541959415723
3.0,0.1,4,weekday_evening,ok,2073,456,-0.0399389988294945,0.7703222730584937,0.22453183614721012,2.2660587319432424e-06,1.2844082314557524e-28,0.0028881530516635316,0.0028173343450720255,1.6742350993599607e-25,0.00041947997421707724
3.0,0.1,4,weekend_midday,ok,2073,456,-0.05893582006018174,0.8380731283163417,0.22131181650493673,0.0002451893352722784,3.0710803113248155e-22,0.002607208771826562,0.004348824564867953,0.0012657158883280703,0.000127581667815019
3.0,0.1,4,weekend_evening,ok,2073,456,-0.05202002411358388,0.7908531913791874,0.24929054137405512,5.2594271429806006e-18,3.2249841157050403e-23,0.0031417170850062477,0.003645456892781608,5.168361138960868e-23,0.000513730789466101
3.0,0.1,5,weekday_morning,ok,1952,577,0.042194597565473925,0.8140124688229718,0.17337123056308376,0.00016473529370833042,2.1169997281684578e-15,0.002479909920019184,0.0044137507714048195,1.805430307127175e-24,0.0006616682390152937
3.0,0.1,5,weekday_evening,ok,1952,577,0.023803499730898226,0.7481681632282021,0.2215435644066661,3.0698556081551247e-16,5.643851143770931e-22,0.002563680084230388,0.0046194550664878245,3.0909379194034674e-20,0.00048392484753205744
3.0,0.1,5,weekend_midday,ok,1952,577,-0.003749489556255138,0.7786871245494137,0.21934101400043435,0.00015698877822685844,1.0216567917655334e-13,0.002435107174067845,0.0055298538355375015,0.0011939232997459977,0.0003642166397885984
3.0,0.1,5,weekend_evening,ok,1952,577,0.007871929267677083,0.776635136873511,0.2481290404952528,2.4176907483562205e-19,3.632182810603355e-22,0.002664779677457074,0.005523563931729909,3.6577765128381495e-21,0.0006469906587964014
3.0,1.0,1,weekday_morning,ok,2033,496,0.10965011748506359,0.7356576784073725,0.17660695830510126,8.389058302094734e-20,8.600691326566697e-22,0.0028400420042082545,0.0027637535086453614,1.1752541200062289e-12,8.338226624254484e-17
3.0,1.0,1,weekday_evening,ok,2033,496,0.17014020869025878,0.7351274732770035,0.22918208952182786,7.62942888401553e-14,2.862026140171749e-16,0.002605286610435782,0.0035748786296131794,1.0479375637198687e-16,0.000369814213813496
3.0,1.0,1,weekend_midday,ok,2033,496,0.09172929016576596,0.6900792977378739,0.21974087721704616,2.1256004174798288e-16,1.132248305539198e-16,0.0025677528699759923,0.005504742800658271,0.002131252200021172,1.4976941536241786e-20
3.0,1.0,1,weekend_evening,ok,2033,496,0.13038673363181463,0.7186366067028087,0.25181315281378397,1.3601448422913814e-18,1.0589175373390143e-20,0.0028851462221066173,0.00447456186328653,1.404909774372653e-22,0.00016750703901621163
3.0,1.0,2,weekday_morning,ok,2007,522,0.0608909019497346,0.7090411102809518,0.17128193344992396,0.0001566933880160319,0.00022243140637947723,0.0011850394533572106,2.4047035887660192e-11,0.0032047743390550758,0.0008348446018954376
3.0,1.0,2,weekday_evening,ok,2007,522,0.10101977237160441,0.6518972250400995,0.22304557683735343,0.00014485936915751996,3.0415234009667845e-26,0.001991185530671984,0.0006415963535746599,5.34493925426275e-16,0.0003156194343681301
3.0,1.0,2,weekend_midday,ok,2007,522,0.042003993899434565,0.7013584545988074,0.2161440522680943,0.00027000014148660764,4.263840224823025e-13,0.0006876721429357698,0.0028295865365813642,0.0038845349167499752,0.0007795028729751064
3.0,1.0,2,weekend_evening,ok,2007,522,0.0824748267562229,0.6691699820992792,0.2451558452340539,5.598906255732943e-05,1.5189311922018064e-23,0.0020271979513872226,0.000994731031761039,6.841288089982064e-19,0.0010583109600817086
3.0,1.0,3,weekday_morning,ok,2051,478,-0.01991820331723126,0.7524794035304309,0.16799651332036586,0.00011873055581181528,2.405527580788224e-13,0.0034126721581213388,0.003727927059913583,0.0005650142023367161,0.0009684952070860513
3.0,1.0,3,weekday_evening,ok,2051,478,-0.05376127170512634,0.705342580593293,0.2174548407749167,5.8259047292537635e-05,2.2231517105888732e-17,0.003555131765458171,0.0045223772068993875,8.014671402992541e-15,0.0006147960523883042
3.0,1.0,3,weekend_midday,ok,2051,478,-0.028082393872845404,0.7174086428431373,0.21335120080023917,0.0002906084076849903,3.9221634337014056e-17,0.0033590589536685264,0.005716541358845991,0.0024265601001304095,0.0004556831826215169
3.0,1.0,3,weekend_evening,ok,2051,478,-0.047920759442583914,0.7074835083809649,0.2422391179029943,9.693458179870437e-19,2.8704559862560926e-26,0.0036985583453841343,0.00536974919813233,1.0805158104121077e-24,0.0008901964535634242
3.0,1.0,4,weekday_morning,ok,2073,456,-0.0566317724635926,0.8331450396509344,0.17262260630661702,8.876531453716706e-05,1.1344356752899681e-14,0.00274281002444697,0.0024308279303003775,0.0012922355865468,0.000659861968716028
3.0,1.0,4,weekday_evening,ok,2073,456,-0.0399389988294945,0.7703223813891795,0.22453197896113536,2.2878539493294753e-06,1.2306496351742994e-28,0.0028881259596318467,0.002817079033666534,1.6038160910056211e-25,0.00041949695318408694
3.0,1.0,4,weekend_midday,ok,2073,456,-0.05893582006018174,0.838073278022073,0.22131214660293547,0.000245234643309376,3.063185138949874e-22,0.0026072124179616764,0.004348462085823697,0.0012650565309695674,0.00012762551525162422
3.0,1.0,4,weekend_evening,ok,2073,456,-0.05202002411358388,0.790853268078057,0.24929074223134529,5.292240861505651e-18,3.245540174287199e-23,0.0031416871400081307,0.0036452066225846334,5.1998780648336655e-23,0.0005137769683740968
3.0,1.0,5,weekday_morning,ok,1952,577,0.042100658721750166,0.8140123530459592,0.1733714651091616,0.00016476021962628159,2.233359241635001e-15,0.002479911624771793,0.004413290871125442,1.8885832415150277e-24,0.0006616825949436022
3.0,1.0,5,weekday_evening,ok,1952,577,0.02377705766820133,0.7481679931298704,0.22154385375654906,3.088780529667094e-16,5.679405877852929e-22,0.002563680569897083,0.00461901389453551,3.110462682453746e-20,0.0004839684427387033
3.0,1.0,5,weekend_midday,ok,1952,577,-0.003738131038735964,0.778687346558689,0.21934142245333982,0.0001570319639884751,1.024687459537331e-13,0.002435138271396526,0.005529307256898815,0.0011933119324613202,0.00036425439424322254
3.0,1.0,5,weekend_evening,ok,1952,577,0.007871929267677083,0.7766346510688708,0.24812938120664207,2.426885943308127e-19,3.6485138721721126e-22,0.002664786675274366,0.005523033988557594,3.6741886566861895e-21,0.0006470377051721531
3.0,10.0,1,weekday_morning,ok,2033,496,0.1110920353008185,0.7356590807342159,0.1766086196516756,9.831476294300786e-20,1.0096921523719222e-21,0.00283982541549323,0.00276190069446538,1.437960619276167e-12,1.001687325014405e-16
3.0,10.0,1,weekday_evening,ok,2033,496,0.17028780985353179,0.7351304066031574,0.22918379135168668,7.942719421081512e-14,2.981229638012553e-16,0.0026050078361856527,0.0035718911272468175,1.0907825684186568e-16,0.0003718945084136038
3.0,10.0,1,weekend_midday,ok,2033,496,0.09051284813565715,0.690081881760101,0.21974585273520117,3.2041658690107157e-16,1.749050493891373e-16,0.002568052985689206,0.0055017210947863665,0.002123507097783179,2.1789377630576614e-20
3.0,10.0,1,weekend_evening,ok,2033,496,0.13040884857841584,0.7186402936387022,0.25181511914875754,9.594924330892248e-19,7.408544588161085e-21,0.002884793645064138,0.004470601234076703,9.899176573371808e-23,0.00017089719720524122
3.0,10.0,2,weekday_morning,ok,2007,522,0.0610239396071845,0.7090438002295576,0.1712879762430016,0.00015712178296803026,0.000223320095062657,0.0011854338021906874,2.4090707214948768e-11,0.003182937427095048,0.0008347123228170133
3.0,10.0,2,weekday_evening,ok,2007,522,0.10102317970156104,0.6518987360036198,0.2230465263551409,0.00014494944780873875,7.949214600886084e-27,0.0019905151153277127,0.0006406484920748746,5.822029881447681e-16,0.0003157988691548841
3.0,10.0,2,weekend_midday,ok,2007,522,0.04205279388144079,0.7013617339023804,0.21615136098887208,0.00027081606768504925,5.111268637913395e-13,0.0006887093015402621,0.0028271834774662194,0.0038606083556434394,0.0007795227829703436
3.0,10.0,2,weekend_evening,ok,2007,522,0.0824748267562229,0.6691709885036695,0.24515698085551083,5.6164859812040284e-05,1.1965614810693179e-23,0.0020267139473536134,0.0009929771994378206,6.515300757442955e-19,0.00105817325543464
3.0,10.0,3,weekday_morning,ok,2051,478,-0.01988042881724092,0.7524804191158451,0.1679986975933254,0.00011904575474593548,2.614481004928445e-13,0.0034123916374430583,0.003724653440969093,0.0005641429908219405,0.0009684388128933708
3.0,10.0,3,weekday_evening,ok,2051,478,-0.053737826481741746,0.7053433769078087,0.21745708095109278,5.861385432712683e-05,2.1259180838742182e-17,0.0035548189304459173,0.004518257746958182,7.691356995229264e-15,0.0006149361302592648
3.0,10.0,3,weekend_midday,ok,2051,478,-0.028200730980118827,0.7174033934489956,0.21335648644665867,0.0002912652357768404,4.212847442118912e-17,0.0033593222036925044,0.0057121927818458455,0.002414318974101369,0.00045614473098526176
3.0,10.0,3,weekend_evening,ok,2051,478,-0.047920759442583914,0.7074824054742687,0.2422421299847482,1.1697141428884559e-18,3.426113661193834e-26,0.00369820224146241,0.00536610055427563,1.2911366061399921e-24,0.0008906636477443028
3.0,10.0,4,weekday_morning,ok,2073,456,-0.056734291881036236,0.8331465139194467,0.1726255823660487,8.910631872796825e-05,1.130570448305661e-14,0.002742792004403582,0.002429160411486916,0.0012846190186523638,0.0006599391480772714
3.0,10.0,4,weekday_evening,ok,2073,456,-0.03995025266494893,0.7703234639762071,0.2245334060437158,2.505725223083146e-06,7.946996482051924e-29,0.0028878549708029307,0.0028145282508915143,1.0334545383456396e-25,0.00041966632774429114
3.0,10.0,4,weekend_midday,ok,2073,456,-0.05897855516641443,0.838074778537406,0.22131543512110255,0.0002456864152807771,2.9851055167083983e-22,0.002607247106189383,0.004344837904514552,0.0012585141311344625,0.00012806318336686188
3.0,10.0,4,weekend_evening,ok,2073,456,-0.05202002411358388,0.7908540346462797,0.24929274972590135,5.631559712717931e-18,3.4582327332237524e-23,0.0031413876564418807,0.003642706017039496,5.52550402984775e-23,0.0005142381358171439
3.0,10.0,5,weekday_morning,ok,1952,577,0.042100658721750166,0.8140111974431461,0.17337380845827563,0.000165009198753814,3.8109729869787526e-15,0.0024799282706181943,0.004408697451522052,2.958507357057147e-24,0.0006618257474998569
3.0,10.0,5,weekday_evening,ok,1952,577,0.024716472722335184,0.7481662945884923,0.22154674478729405,3.2843552453372984e-16,6.047072015443278e-22,0.0025636850675029997,0.004614607126424673,3.312396401377488e-20,0.0004844036595793419
3.0,10.0,5,weekend_midday,ok,1952,577,-0.0038124807797042947,0.778689559523975,0.21934549366475262,0.00015746241010660523,1.0560016354328111e-13,0.002435446947660949,0.0055238449434461025,0.0011872493615573336,0.0003646311446000998
3.0,10.0,5,weekend_evening,ok,1952,577,0.007871929267677083,0.7766297987553715,0.24813278535823272,2.520691585192879e-19,3.8157752294907823e-22,0.002664856208340686,0.005517740503742812,3.842304078997062e-21,0.0006475073146121603
5.0,0.0,1,weekday_morning,ok,2033,496,0.10533709054136328,0.7341423164776504,0.17579654559290186,1.1362148846530253e-15,1.6211103942954115e-17,0.0015807872247384465,0.0013542070393721233,1.6048363818496797e-14,1.1706675462082042e-12
5.0,0.0,1,weekday_evening,ok,2033,496,0.12253137956359028,0.7345636585029605,0.22846996115065266,3.5806980139028684e-19,1.0376529556039946e-21,0.0014554529838192696,0.001498980364819225,2.7749774262455826e-22,0.0005439212220466943
5.0,0.0,1,weekend_midday,ok,2033,496,0.07120858763034119,0.6895623018402368,0.21935924400739804,6.096949788334164e-05,2.278012104065971e-15,0.0015433263878019475,0.0025505372503367833,7.263436996724286e-05,2.2010194312196994e-15
5.0,0.0,1,weekend_evening,ok,2033,496,0.08100117488655341,0.7187707597331607,0.2508981528941351,9.756855083184514e-14,8.1894182070500925e-16,0.0016007212228950445,0.0019394332765710618,1.0487625362125506e-16,0.0006405291362371543
5.0,0.0,2,weekday_morning,ok,2007,522,0.08319333688190923,0.7055715921702865,0.1695755892666239,6.59918969527772e-05,0.00021568028189553138,0.001311769206188362,4.616347636916997e-19,0.0015392766490384228,0.0002523948479071946
5.0,0.0,2,weekday_evening,ok,2007,522,0.11190857227881344,0.6531583933056129,0.2212692787360097,5.58250750602099e-05,1.6492267286568822e-15,0.002011298886817071,2.4083779288493636e-12,2.7380428738993364e-15,1.7256865174068573e-12
5.0,0.0,2,weekend_midday,ok,2007,522,0.06927172328161109,0.6982291939901488,0.21496914823943,0.00018063303979935774,7.345548973821165e-05,0.0010764334268857873,0.0008884129092747727,0.0014564922126804717,0.00037442909073892247
5.0,0.0,2,weekend_evening,ok,2007,522,0.10602359149349773,0.6689891191383799,0.2435260438383731,3.938092843803964e-06,3.0572812012646375e-16,0.0020360718938761814,1.2551130319130226e-15,6.767463171278597e-22,0.00046152361237636867
5.0,0.0,3,weekday_morning,ok,2051,478,-0.026047218685409202,0.7516079958751569,0.16700301141018717,0.00010751596938605502,5.00747361393617e-06,0.0017073235759570177,0.0016311597841618525,0.0008112227108601108,0.000642702811590971
5.0,0.0,3,weekday_evening,ok,2051,478,-0.06652709209873224,0.7022638570414655,0.21720076182782938,7.365690710069766e-05,3.415500394367724e-24,0.0017636823802377308,0.0018611302487820123,3.0447094107044226e-21,0.00048590353076367134
5.0,0.0,3,weekend_midday,ok,2051,478,-0.041968783073170056,0.7153449787177855,0.2127832182373339,0.00025323213192705494,3.3120586694941885e-13,0.001725333467089264,0.002501464007738573,0.0007679964978830291,0.0004020570933185694
5.0,0.0,3,weekend_evening,ok,2051,478,-0.07701019267944514,0.7047664502843772,0.24194099153530607,1.657305410768687e-05,2.653663869854482e-20,0.0018473935877942357,0.002330591912829685,9.326728890714339e-19,0.0007145833957906126
5.0,0.0,4,weekday_morning,ok,2073,456,-0.05133923032779487,0.8308381608138369,0.17148811471746594,0.00012312414059787867,6.789637372139614e-16,0.001451715446217535,0.0011860825004526847,0.0006110541188729091,0.0003602511777063463
5.0,0.0,4,weekday_evening,ok,2073,456,-0.03933412532249465,0.7691148199853356,0.2236650239671495,5.2593003297850175e-05,3.438086172337494e-21,0.0015068744401983834,0.0012466789610862576,7.450444817443852e-20,0.0003355544681132496
5.0,0.0,4,weekend_midday,ok,2073,456,-0.06115645280468465,0.837112318701493,0.22023451144102707,0.000256580295547228,3.407885421442013e-22,0.001452043922406818,0.0020379365423609675,1.2641003954177083e-23,8.2205120597447e-05
5.0,0.0,4,weekend_evening,ok,2073,456,-0.0554947223961725,0.7892485655008499,0.24849323758748965,1.826834431453378e-13,2.757808901065157e-22,0.001621764355862427,0.0017736408998968861,1.467338794382782e-22,0.0004760104108527173
5.0,0.0,5,weekday_morning,ok,1952,577,0.02444614490441804,0.8121518230164712,0.17176100167551578,0.00014544354235507677,6.158298607020012e-05,0.0014756496083733605,0.0020649003051453397,3.3088566360831775e-20,0.00038869372843127977
5.0,0.0,5,weekday_evening,ok,1952,577,-0.022817586719768298,0.747680716816475,0.22032545903621423,1.6290518351002678e-06,3.745401784733081e-25,0.001501984584507684,0.0022299032365398048,1.8693844166295117e-24,0.00042527458556343824
5.0,0.0,5,weekend_midday,ok,1952,577,-0.03692412917826906,0.7787842666278081,0.21800807907275285,0.000153550387842139,1.5338085268621652e-17,0.0015015091494265645,0.002704367101123665,6.918354977642126e-22,0.00023360696068946523
5.0,0.0,5,weekend_evening,ok,1952,577,-0.03480871181087238,0.7764027454253059,0.2467746016310513,7.633489691155512e-14,1.5052157296533173e-17,0.0015725000273587796,0.0026824097484661595,5.6910206901595296e-18,0.0005554721872220961
5.0,0.01,1,weekday_morning,ok,2033,496,0.10533709054136328,0.7341423169087319,0.1757965461132353,1.136237413097954e-15,1.6211434816410826e-17,0.001580787185364672,0.001354206767209922,1.6048751352406983e-14,1.1706996258638545e-12
5.0,0.01,1,weekday_evening,ok,2033,496,0.12253137956359028,0.7345636585355273,0.22846996172603973,3.580766353238632e-19,1.0376740718327055e-21,0.0014554529594262597,0.0014989800815422855,2.7750313212226273e-22,0.0005439211188603924
5.0,0.01,1,weekend_midday,ok,2033,496,0.07120858763034119,0.689562302113535,0.21935924445730592,6.09696010940216e-05,2.2780397236266242e-15,0.0015433263672404588,0.002550536495636166,7.263446238589361e-05,2.201046360601529e-15
5.0,0.01,1,weekend_evening,ok,2033,496,0.08100117488655341,0.7187707598086555,0.25089815359440504,9.756971090136905e-14,8.189525468335604e-16,0.0016007211992534272,0.0019394328960449247,1.0487750131334918e-16,0.000640529044814907
5.0,0.01,2,weekday_morning,ok,2007,522,0.08319333688190923,0.7055715937046463,0.16957559162035848,6.59919923248475e-05,0.00021568043235694495,0.0013117691327821403,4.616199903590506e-19,0.0015392727121003793,0.0002523949039287658
5.0,0.01,2,weekday_evening,ok,2007,522,0.11190857227881344,0.6531583924313802,0.22126927944282643,5.582508584571184e-05,1.6492467585381472e-15,0.0020112985675826544,2.4084214847525842e-12,2.7380802766801906e-15,1.7257373570423443e-12
5.0,0.01,2,weekend_midday,ok,2007,522,0.06927172328161109,0.698229195595539,0.21496915042985115,0.00018063316201496235,7.345575317585344e-05,0.0010764334638323732,0.000888412192104267,0.0014564886343109303,0.00037442911292830035
5.0,0.01,2,weekend_evening,ok,2007,522,0.10602359149349773,0.6689891188045917,0.24352604456038893,3.938099044994246e-06,3.0572359105977064e-16,0.0020360715413942987,1.2551022188739616e-15,6.767355692185008e-22,0.0004615236864311015
5.0,0.01,3,weekday_morning,ok,2051,478,-0.026047218685409202,0.7516079949599787,0.16700301263495146,0.00010751603443598791,5.007622384463047e-06,0.0017073236006101484,0.001631159382947769,0.0008112209182504014,0.0006427027697965389
5.0,0.01,3,weekday_evening,ok,2051,478,-0.06652709209873224,0.7022638574114818,0.21720076238517788,7.365695178384278e-05,3.415445469927198e-24,0.0017636823376175291,0.0018611297930834583,3.044667834579274e-21,0.00048590350140887876
5.0,0.01,3,weekend_midday,ok,2051,478,-0.041968783073170056,0.715344978116793,0.21278321948217785,0.00025323222161478695,3.3121450215749417e-13,0.0017253334893142568,0.002501463462323435,0.0007679951268837725,0.0004020571213205501
5.0,0.01,3,weekend_evening,ok,2051,478,-0.07701019267944514,0.7047664507902436,0.2419409921994081,1.6573113184563076e-05,2.6535744617202692e-20,0.0018473935517862117,0.0023305913379955898,9.326418033542868e-19,0.0007145833298890339
5.0,0.01,4,weekday_morning,ok,2073,456,-0.05133923032779487,0.8308381612276335,0.1714881156730766,0.00012312420404947294,6.789863321176824e-16,0.0014517154599421585,0.0011860822893724609,0.0006110527072414986,0.0003602511779892475
5.0,0.01,4,weekday_evening,ok,2073,456,-0.03933412532249465,0.7691148203889674,0.2236650243561616,5.259303163400218e-05,3.438055166159614e-21,0.0015068744006184428,0.0012466786602672076,7.450377747858601e-20,0.0003355544659270879
5.0,0.01,4,weekend_midday,ok,2073,456,-0.06115645280468465,0.8371123193171286,0.22023451195399132,0.00025658033512079387,3.407856265142956e-22,0.0014520438880452828,0.0020379360319780337,1.2640900218968046e-23,8.220518779885034e-05
5.0,0.01,4,weekend_evening,ok,2073,456,-0.0554947223961725,0.7892485657729763,0.2484932382082512,1.8268984726490773e-13,2.75789282378604e-22,0.0016217643146345276,0.0017736405447125072,1.4673824248003355e-22,0.00047601044759745104
5.0,0.01,5,weekday_morning,ok,1952,577,0.02444614490441804,0.8121518227322625,0.171761002297421,0.00014544356132510994,6.158308479788022e-05,0.0014756495839825905,0.002064899663757519,3.308764439700374e-20,0.00038869372239831317
5.0,0.01,5,weekday_evening,ok,1952,577,-0.022817586719768298,0.7476807162478036,0.2203254597449599,1.629087337502557e-06,3.745160394658528e-25,0.0015019845699789157,0.002229902612210345,1.8692624556201784e-24,0.0004252745830786725
5.0,0.01,5,weekend_midday,ok,1952,577,-0.03692412917826906,0.7787842671068034,0.21800807988600782,0.00015355042612044052,1.5338688179890626e-17,0.0015015091385418434,0.002704366334498981,6.918603847480505e-22,0.0002336070060325875
5.0,0.01,5,weekend_evening,ok,1952,577,-0.03480871181087238,0.7764027446174722,0.24677460265154347,7.633566571306876e-14,1.5052322597754158e-17,0.0015725000166818613,0.002682409044406857,5.691079637481439e-18,0.0005554722162215833
