radius_km,alpha,fold,period,status,n_train,n_val,macro_spearman,macro_nmae,intercept,beta__tourism_hotel,beta__market_local,beta__commercial_industrial_area,beta__mall_supermarket,beta__transport_hub,beta__parking
1.0,1.0,4,weekday_evening,ok,2073,456,-0.07765729519365656,0.7736211453519872,0.2271794865267538,0.00023250862113734187,1.470923605227884e-14,0.011511373261465138,0.006011446378275932,1.3979680757564894e-12,0.0004550466203190812
1.0,1.0,4,weekend_midday,ok,2073,456,-0.07965006738753558,0.8406423878835274,0.22427931374378976,9.680098670169745e-05,3.0191033076708612e-19,0.009019678026280661,0.013367377078623897,0.0150556679524098,4.713485088689108e-05
1.0,1.0,4,weekend_evening,ok,2073,456,-0.0803976998426753,0.7945447650394217,0.2523034868365258,0.00011064130765581092,2.90952962989969e-15,0.012993571566035218,0.008174557028499342,8.67149732114899e-18,0.0008576994793210584
1.0,1.0,5,weekday_morning,ok,1952,577,0.05150165409808923,0.8163844682164014,0.17655945686618432,1.3226634362559283e-16,5.3525546615529466e-17,0.007212700707723915,0.012559409426982943,0.006666356613710744,0.00451315159100012
1.0,1.0,5,weekday_evening,ok,1952,577,0.06831201225159092,0.7494155049445577,0.2242060598981401,2.8724407504398863e-13,1.5565959577237474e-15,0.008100406636806792,0.01346287867300759,0.006594612653555032,0.002494373951519186
1.0,1.0,5,weekend_midday,ok,1952,577,0.04160285809796948,0.780615329955856,0.2221724915368931,1.6338341022856406e-13,1.0664512251140266e-14,0.006540228638277636,0.014807995727268855,0.0203793710523687,0.005327737167079502
1.0,1.0,5,weekend_evening,ok,1952,577,0.04592120218533672,0.7766075605940851,0.25108525996004444,4.623160071067579e-19,1.1959310346360846e-18,0.008808591824972123,0.014812982870878247,0.007540344800716843,0.003602102891149297
1.0,10.0,1,weekday_morning,ok,2033,496,0.12851908600590234,0.7361745537826377,0.17812574446516322,1.532561269487655e-13,1.2458891461862216e-17,0.008048117327121091,0.008028714509618938,0.015172614521280133,3.5534104305491036e-26
1.0,10.0,1,weekday_evening,ok,2033,496,0.13785290845579054,0.7363227255284356,0.23065737106309966,0.0005058161728944475,2.4277552436886376e-14,0.0072733306871996225,0.011505414032369116,0.01222396751401152,5.178689782210887e-28
1.0,10.0,1,weekend_midday,ok,2033,496,0.10344871486744171,0.6916862931061155,0.22150333777404813,1.0000032179479565e-15,0.0017327899623777918,0.006160560036156128,0.017488302602988105,0.025768123708169957,1.1393804607830895e-23
1.0,10.0,1,weekend_evening,ok,2033,496,0.10890913939222353,0.7201049690541743,0.2537112258530542,0.0006450985403673197,0.0007092935285355291,0.008663973100205263,0.012175565466719662,0.010828746405998745,1.4820040225365595e-16
1.0,10.0,2,weekday_morning,ok,2007,522,0.07200560893095051,0.7140779719681699,0.17259221434956093,0.00015224146458965124,9.470596442871236e-15,0.0018346610748433744,0.0033245450213677127,0.01696017698063227,0.0027931623705986564
1.0,10.0,2,weekday_evening,ok,2007,522,0.05624518303226151,0.6557803678310631,0.2237181921562886,1.788712970804961e-05,3.3916906673840316e-22,0.0015522573720278623,0.010709025611065251,0.009825697720526572,0.0004088455383366705
1.0,10.0,2,weekend_midday,ok,2007,522,0.01850502677367664,0.705133083950368,0.2170786504516743,7.511991451340581e-15,3.0193227095154625e-21,9.793715959085876e-21,0.0155755971871366,0.024781630393741077,0.002195880948093713
1.0,10.0,2,weekend_evening,ok,2007,522,0.06118825182506562,0.6727766572697873,0.24557400731950682,1.0469552932048106e-15,9.592236576021634e-25,0.0032457647047933183,0.01005852376227781,0.01097289193849317,0.0027416577634489722
1.0,10.0,3,weekday_morning,ok,2051,478,0.020716920421396345,0.7540486223890569,0.17121179504585263,1.4323220337162417e-15,1.507478865214081e-19,0.011096209395343526,0.011690914799445434,0.010385781367519881,0.003689414085627551
1.0,10.0,3,weekday_evening,ok,2051,478,-0.03192713939381444,0.7081104532833461,0.22034428809573517,7.565810458093816e-14,8.532377998521565e-20,0.011453282486186407,0.018014586348704724,0.005584685515938635,0.001960137328040322
1.0,10.0,3,weekend_midday,ok,2051,478,-0.007176117983972362,0.718312744593936,0.2172178035061704,1.2691468105248113e-16,4.1591372302831416e-20,0.009783596545956405,0.02265293785434172,0.01756597479912704,0.002333110948579459
1.0,10.0,3,weekend_evening,ok,2051,478,-0.02786386176626197,0.7096056142946862,0.24572233926022577,6.525063986671713e-18,2.0064508497389335e-21,0.012326968804121805,0.01895363600586328,0.0020099479316515374,0.0031301074924668104
1.0,10.0,4,weekday_morning,ok,2073,456,-0.1098818879742152,0.836330864897434,0.17558908445844948,0.00025964081243553736,2.08267046075052e-18,0.010957176722297391,0.003395647271120578,0.004771407724489456,0.002402229210566781
